2014-04-28,-4.2138836406,-4.15885054
2014-04-25,-4.1862271468,-4.1668975692
2014-04-24,-4.1850351143,-4.1669112906
2014-04-23,-4.1801754957,-4.2237198272
2014-04-22,-4.1796721868,-4.2227606854
2014-04-21,-4.1811466379,-4.2192433289
2014-04-17,-4.1791950563,-4.2200226835
2014-04-16,-4.1791968093,-4.2138836406
2014-04-15,-4.1812374002,-4.1862271468
2014-04-14,-4.1817522443,-4.1850351143
2014-04-11,-4.1812781916,-4.1801754957
2014-04-10,-4.181139443,-4.1796721868
2014-04-09,-4.1816918269,-4.1811466379
2014-04-08,-4.1730632721,-4.1791950563
2014-04-07,-4.1691796442,-4.1791968093
2014-04-04,-4.1659433996,-4.1812374002
2014-04-03,-4.1665221253,-4.1817522443
2014-04-02,-4.1672814327,-4.1812781916
2014-04-01,-4.1651549746,-4.181139443
2014-03-31,-4.1655699149,-4.1816918269
2014-03-28,-4.1655236775,-4.1730632721
2014-03-27,-4.1654347386,-4.1691796442
2014-03-26,-4.1602534921,-4.1659433996
2014-03-25,-4.1552790889,-4.1665221253
2014-03-24,-4.1558545823,-4.1672814327
2014-03-21,-4.1570277772,-4.1651549746
2014-03-20,-4.1529341465,-4.1655699149
2014-03-19,-4.1521344294,-4.1655236775
2014-03-18,-4.1521113095,-4.1654347386
2014-03-17,-4.1512337891,-4.1602534921
2014-03-14,-4.1498636706,-4.1552790889
2014-03-13,-4.1447535409,-4.1558545823
2014-03-12,-4.140005066,-4.1570277772
2014-03-11,-4.1349163173,-4.1529341465
2014-03-10,-4.1345234938,-4.1521344294
2014-03-07,-4.1365187239,-4.1521113095
2014-03-06,-4.1359055794,-4.1512337891
2014-03-05,-4.1342108847,-4.1498636706
2014-03-04,-4.1335566845,-4.1447535409
2014-03-03,-4.1342714662,-4.140005066
2014-02-28,-4.1306326239,-4.1349163173
2014-02-27,-4.1327345742,-4.1345234938
2014-02-26,-4.131168202,-4.1365187239
2014-02-25,-4.1311659676,-4.1359055794
2014-02-24,-4.132887529,-4.1342108847
2014-02-21,-4.1278271735,-4.1335566845
2014-02-20,-4.1283001267,-4.1342714662
2014-02-19,-4.1291315317,-4.1306326239
2014-02-18,-4.126396475,-4.1327345742
2014-02-14,-4.126379846,-4.131168202
2014-02-13,-4.1177701522,-4.1311659676
2014-02-12,-4.1143452786,-4.132887529
2014-02-11,-4.1141994788,-4.1278271735
2014-02-10,-4.1141215605,-4.1283001267
2014-02-07,-4.1140673332,-4.1291315317
2014-02-06,-4.1126554384,-4.126396475
2014-02-05,-4.1595599527,-4.126379846
2014-02-04,-4.1551032922,-4.1177701522
2014-02-03,-4.0462399977,-4.1143452786
2014-01-31,-4.0445962536,-4.1141994788
2014-01-30,-4.0441697364,-4.1141215605
2014-01-29,-4.0454159818,-4.1140673332
2014-01-28,-4.049134556,-4.1126554384
2014-01-27,-4.038580973,-4.1595599527
2014-01-24,-4.0344185089,-4.1551032922
2014-01-23,-4.0286343431,-4.0462399977
2014-01-22,-4.0285342881,-4.0445962536
2014-01-21,-4.0279156531,-4.0441697364
2014-01-17,-4.0273973349,-4.0454159818
2014-01-16,-4.0275895319,-4.049134556
2014-01-15,-4.0276974719,-4.038580973
2014-01-14,-4.0229634985,-4.0344185089
2014-01-13,-4.0249889308,-4.0286343431
2014-01-10,-4.0201619263,-4.0285342881
2014-01-09,-4.0092139849,-4.0279156531
2014-01-08,-4.0091262564,-4.0273973349
2014-01-07,-4.0093717986,-4.0275895319
2014-01-06,-4.008447947,-4.0276974719
2014-01-03,-4.0085777191,-4.0229634985
2014-01-02,-4.017151519,-4.0249889308
2013-12-31,-4.0170477442,-4.0201619263
2013-12-30,-4.0166044872,-4.0092139849
2013-12-27,-4.0119826623,-4.0091262564
2013-12-26,-4.0103319596,-4.0093717986
2013-12-24,-4.0018400029,-4.008447947
2013-12-23,-4.000749805,-4.0085777191
2013-12-20,-4.0006358308,-4.017151519
2013-12-19,-3.9982711447,-4.0170477442
2013-12-18,-3.9980173901,-4.0166044872
2013-12-17,-3.9948023409,-4.0119826623
2013-12-16,-3.9946011951,-4.0103319596
2013-12-13,-3.9708944662,-4.0018400029
2013-12-12,-3.9691787156,-4.000749805
2013-12-11,-3.9733520372,-4.0006358308
2013-12-10,-3.9735070409,-3.9982711447
2013-12-09,-3.9747572205,-3.9980173901
2013-12-06,-3.9778693614,-3.9948023409
