2014-09-29,207100,208016,206500,207321,300,207321,-4.6406418704,-4.9087971192,-4.8502760181,20140929,0,9,2014,86100316,1635000
2014-09-26,205580,208420,205580,208133,300,208133,-4.4671938731,-4.8512843441,-4.8484935573,20140926,4,9,2014,86100316,1635000
2014-09-25,209900,209900,205494,206000,300,206000,-4.5113248819,-4.8735477985,-4.8514787129,20140925,3,9,2014,86100316,1635000
2014-09-24,208250,210021,208250,209850,300,209850,-4.7725930822,-4.9814729064,-4.8628713152,20140924,2,9,2014,86100316,1635000
2014-09-23,208860,209600,208183,208445,300,208445,-4.7682844051,-4.9728375321,-4.8625281261,20140923,1,9,2014,86100316,1635000
2014-09-22,211079,211079,208802,208900,300,208900,-4.7279677176,-4.9499644621,-4.8600725558,20140922,0,9,2014,86100316,1635000
2014-09-19,213200,213612,210845,212000,700,212000,-5.1050019123,-5.0562875336,-4.866949697,20140919,4,9,2014,86100316,1635000
2014-09-18,210449,212250,209734,212075,400,212075,-5.128281677,-5.0568132996,-4.8664828455,20140918,3,9,2014,86100316,1635000
2014-09-17,208612,210217,208105,209000,300,209000,-5.1115610814,-5.0558034077,-4.8702426037,20140917,2,9,2014,86100316,1635000
2014-09-16,206900,208415,206525,207745,200,207745,-5.1598987354,-4.8724537765,-4.870676672,20140916,1,9,2014,86100316,1635000
2014-09-15,205851,207156,205602,207110,300,207110,-5.1721506138,-4.8698938178,-4.8651855534,20140915,0,9,2014,86100316,1635000
2014-09-12,207099,207099,205202,205635,200,205635,-5.2970091807,-4.7618407705,-4.8665435125,20140912,4,9,2014,86100316,1635000
2014-09-11,206005,206930,205551,206850,100,206850,-5.3919632681,-4.7772835075,-4.8655504645,20140911,3,9,2014,86100316,1635000
2014-09-10,206250,206905,205600,206750,200,206750,-5.3439417921,-4.7565678857,-4.8649632307,20140910,2,9,2014,86100316,1635000
2014-09-09,207499,207500,205192,205305,300,205305,-5.2610784973,-4.7564586431,-4.8637220671,20140909,1,9,2014,86100316,1635000
2014-09-08,207425,208341,207126,207200,200,207200,-5.5698493936,-4.7690727983,-4.8654076064,20140908,0,9,2014,86100316,1635000
2014-09-05,206562,207490,206110,206700,200,206700,-5.5700339931,-4.7687636877,-4.8646967823,20140905,4,9,2014,86100316,1635000
2014-09-04,207250,208474,206250,206820,200,206820,-5.5803489614,-4.7659367751,-4.864734005,20140904,3,9,2014,86100316,1635000
2014-09-03,207740,207740,206249,206438,300,206438,-5.5271292908,-4.7619017042,-4.8647494736,20140903,2,9,2014,86100316,1635000
2014-09-02,206999,207200,205630,206740,400,206740,-5.2523531929,-4.7649229861,-4.8641668137,20140902,1,9,2014,86100316,1635000
2014-08-29,204050,205880,204050,205880,400,205880,-4.9845284755,-4.7365194434,-4.8629925556,20140829,4,8,2014,86100316,1635000
2014-08-28,204300,204640,203895,204040,200,204040,-5.0583206694,-4.7052109209,-4.864705474,20140828,3,8,2014,86100316,1635000
2014-08-27,204577,205445,204000,204741,400,204741,-5.0997766672,-4.7047144967,-4.8638639179,20140827,2,8,2014,86100316,1635000
2014-08-26,204880,205097,204358,204577,200,204577,-5.0739409696,-4.6999739976,-4.8478204465,20140826,1,8,2014,86100316,1635000
2014-08-25,204600,204999,204233,204579,300,204579,-4.9279485213,-4.7006169122,-4.8476195332,20140825,0,8,2014,86100316,1635000
2014-08-22,204600,204800,203455,203532,300,203532,-4.7174970384,-4.7026818485,-4.8471456277,20140822,4,8,2014,86100316,1635000
2014-08-21,202799,205169,202679,205159,400,205159,-4.8365615755,-4.7175654324,-4.8477449091,20140821,3,8,2014,86100316,1635000
2014-08-20,202364,202600,201891,202388,400,202388,-4.9419134907,-4.7462998772,-4.8473729932,20140820,2,8,2014,86100316,1635000
2014-08-19,202805,202986,201941,202600,300,202600,-4.9403705667,-4.7430322527,-4.8453760391,20140819,1,8,2014,86100316,1635000
2014-08-18,202400,203000,202100,202419,300,202419,-4.9140528063,-4.7385666024,-4.8421574573,20140818,0,8,2014,86100316,1635000
2014-08-15,203350,203355,199721,201227,300,201227,-4.8907255227,-4.7241279432,-4.8429988496,20140815,4,8,2014,86100316,1635000
2014-08-14,199600,203081,199600,202850,600,202850,-5.2704280492,-4.7419550048,-4.8409190437,20140814,3,8,2014,86100316,1635000
2014-08-13,199960,199999,198800,199609,400,199609,-5.0307501257,-4.7874588822,-4.8475741052,20140813,2,8,2014,86100316,1635000
2014-08-12,197895,199799,197895,199562,200,199562,-4.6045258584,-4.7820050711,-4.8475626894,20140812,1,8,2014,86100316,1635000
2014-08-11,197699,199072,196500,198000,200,198000,-4.6032879486,-4.7912661632,-4.8489864088,20140811,0,8,2014,86100316,1635000
2014-08-08,193850,196391,193570,196253,400,196253,-4.3059182691,-4.8050685068,-4.8488282857,20140808,4,8,2014,86100316,1635000
2014-08-07,194670,194800,193079,194001,600,194001,-4.3372154738,-4.8330969862,-4.8511540234,20140807,3,8,2014,86100316,1635000
2014-08-06,192189,194460,191890,193700,200,193700,-4.304866622,-4.8331497771,-4.8481071011,20140806,2,8,2014,86100316,1635000
2014-08-05,194500,194500,191358,192499,700,192499,-4.3010852219,-4.8380726047,-4.8489487842,20140805,1,8,2014,86100316,1635000
2014-08-04,192126,195005,190942,194305,800,194305,-4.322471902,-4.8633940908,-4.8514258526,20140804,0,8,2014,86100316,1635000
2014-08-01,187152,190368,185005,189279,400,189279,-4.7623938117,-5.0975957622,-4.8736043316,20140801,4,8,2014,86100316,1635000
2014-07-31,190807,191553,188124,188124,400,188124,-4.8461322577,-5.0794626602,-4.8713476006,20140731,3,7,2014,86100316,1635000
2014-07-30,191200,192549,190483,191716,200,191716,-5.3509846847,-5.2543773659,-4.8837704516,20140730,2,7,2014,86100316,1635000
2014-07-29,192310,192948,191083,191158,200,191158,-5.3533823522,-5.2563623736,-4.8828295915,20140729,1,7,2014,86100316,1635000
2014-07-28,191120,192682,190000,192580,200,192580,-5.0685499796,-5.2554014752,-4.8824404835,20140728,0,7,2014,86100316,1635000
2014-07-25,192436,192436,191190,191224,200,191224,-4.8932733119,-5.2525580046,-4.8838021521,20140725,4,7,2014,86100316,1635000
2014-07-24,192200,192985,192107,192441,100,192441,-4.9253540462,-5.2760580853,-4.8846538379,20140724,3,7,2014,86100316,1635000
2014-07-23,192577,192827,192140,192205,100,192205,-4.9204858537,-5.274503548,-4.8764788629,20140723,2,7,2014,86100316,1635000
2014-07-22,193296,193450,192339,192640,200,192640,-4.9126512392,-5.2619307253,-4.8755588507,20140722,1,7,2014,86100316,1635000
2014-07-21,191860,193058,191554,193030,100,193030,-4.9137168379,-5.2546761408,-4.8757352774,20140721,0,7,2014,86100316,1635000
2014-07-18,190860,192631,190555,192487,200,192487,-4.9136175809,-5.2321523138,-4.875634424,20140718,4,7,2014,86100316,1635000
2014-07-17,191920,192101,189696,189811,200,189811,-5.3270911581,-5.3550611478,-4.8803226084,20140717,3,7,2014,86100316,1635000
2014-07-16,193145,193145,191849,192072,100,192072,-5.8429573841,-5.4249532639,-4.8851945845,20140716,2,7,2014,86100316,1635000
2014-07-15,193480,193750,192000,192776,200,192776,-5.8692741318,-5.4351042259,-4.8857508747,20140715,1,7,2014,86100316,1635000
2014-07-14,193503,193860,193030,193380,200,193380,-5.3584989484,-5.4417959592,-4.8860809714,20140714,0,7,2014,86100316,1635000
2014-07-11,192220,193006,191945,192900,100,192900,-5.3198718509,-5.4273734363,-4.8861817718,20140711,4,7,2014,86100316,1635000
2014-07-10,191911,193015,191799,192500,200,192500,-5.3151229668,-5.4301998286,-4.8761106587,20140710,3,7,2014,86100316,1635000
2014-07-09,192617,193249,192502,193040,200,193040,-5.2958266901,-5.4142137144,-4.8748049275,20140709,2,7,2014,86100316,1635000
2014-07-08,192560,193555,192295,192400,300,192400,-5.2958345687,-5.4174462674,-4.8735417937,20140708,1,7,2014,86100316,1635000
2014-07-07,193333,193597,192333,193000,200,193000,-5.3492546412,-5.422452897,-4.8739228863,20140707,0,7,2014,86100316,1635000
2014-07-03,191940,193649,190900,193600,200,193600,-5.4448116969,-5.4241155994,-4.86279489,20140703,3,7,2014,86100316,1635000
